shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Niue,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1168.3396625135586,41341,61765,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7,0.1,41341,1.0,Guinea,3.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,False,False,3703.690306533804,16542,24755,95.0,10.0,9.0,10.0,10.0,10.0,10.0,8,0.46,16542,0.9935169967265561,Croatia,2.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,2.0,False,False,2049.4753068949653,8707,59457,86.0,9.0,9.0,9.0,10.0,10.0,9.0,7,0.23,8707,0.737030651467411,Rwanda,21.0,True
Malta,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1314.0759822242712,45291,72014,88.0,10.0,9.0,9.0,9.0,9.0,9.0,21,0.42,45291,0.9947231480558304,Holy See (Vatican City State),1.0,True
Estonia,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1264.2381526813392,13153,58511,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.23,13153,1.0,Zimbabwe,1.0,False
Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1649.9588881997893,11251,22089,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.36,11251,1.0,Libyan Arab Jamahiriya,2.0,False
Micronesia,Type V5,Quantum,ThetaBase Services,0.0,2,strict,2.0,False,False,2137.922982819437,10883,17686,80.0,7.0,8.0,9.0,9.0,10.0,8.0,7,1.21,10883,1.0,Niger,8.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,0.0,False,False,2154.404354922741,4920,44356,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,1.82,4920,0.9702475907489972,Estonia,8.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1657.148853911167,14191,14259,91.0,9.0,9.0,10.0,10.0,10.0,9.0,202,2.2,14191,1.0,Slovakia (Slovak Republic),1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,3,strict,2.0,False,False,2803.478991732453,13553,42652,94.0,10.0,10.0,10.0,10.0,10.0,9.0,13,3.05,13553,0.924056501472604,Vietnam,5.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,2.0,True,False,1906.3155573150827,31749,50557,75.0,8.0,8.0,9.0,9.0,9.0,8.0,186,5.65,31749,0.9865994310963919,Uganda,9.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2141.3387406142383,36088,45409,99.0,10.0,10.0,10.0,10.0,9.0,10.0,37,1.47,36088,0.9978308500957346,Niue,2.0,False
Malta,Type V7,Plasma,ThetaBase Services,1.0,3,strict,2.0,True,False,1676.2269317648602,24338,55307,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.51,24338,1.0,El Salvador,2.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2140.8891647250116,1126,37442,90.0,10.0,9.0,10.0,10.0,10.0,9.0,18,1.03,1126,1.0,Estonia,1.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,0.0,True,False,1350.3682847295108,41346,35840,88.0,9.0,8.0,9.0,9.0,9.0,9.0,230,4.81,41346,0.9760296410344126,Estonia,7.0,True
Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,2377.4690036408865,22289,55240,96.0,10.0,9.0,10.0,10.0,9.0,9.0,15,0.64,22289,1.0,Guinea,1.0,True
Niue,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2159.5086731323026,28828,31932,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,0.73,28828,0.992304065354977,Isle of Man,198.0,True
Rwanda,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1792.310991990925,16542,55453,93.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.65,16542,1.0,Croatia,2.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1456.1897405574045,43086,58803,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.77,43086,1.0,Monaco,1.0,True
Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1186.4124160080894,3167,28261,95.0,10.0,10.0,10.0,10.0,9.0,9.0,23,3.38,3167,1.0,Micronesia,3.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1923.0398286638588,4517,26984,97.0,10.0,10.0,10.0,10.0,9.0,9.0,116,2.04,4517,0.9989131228341335,El Salvador,3.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,2153.326525747022,43834,10476,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4,2.79,43834,0.9862172345542259,Uganda,13.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1776.4662050232675,9849,69857,96.0,10.0,10.0,10.0,10.0,10.0,10.0,42,4.32,9849,0.9883520060263088,Isle of Man,2.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,2.0,True,False,2729.6820554290666,32611,49970,99.0,10.0,10.0,10.0,10.0,10.0,10.0,15,2.51,32611,1.0,Ecuador,1.0,False
Kiribati,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1431.1247585045185,8862,53864,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08,8862,1.0,Nicaragua,3.0,False
Anguilla,Type V5,Plasma,ThetaBase Services,3.0,7,strict,5.0,False,False,2803.2531814406916,44835,39287,87.0,9.0,8.0,9.0,10.0,8.0,9.0,220,3.04,44835,0.9879841181185949,United Kingdom,3.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2944.215163552298,27090,50913,91.0,10.0,10.0,10.0,10.0,10.0,9.0,63,2.1,27090,1.0,Tonga,2.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,4,strict,2.0,False,False,2185.005327719338,46844,40763,97.0,10.0,10.0,10.0,10.0,9.0,10.0,6,3.75,46844,1.0,Sao Tome and Principe,1.0,False
Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,0,flexible,0.0,False,False,1385.7261962119044,4486,14935,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.34,4486,1.0,Russian Federation,1.0,True
Kiribati,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,False,False,1524.7004842828699,16260,38651,97.0,10.0,9.0,10.0,10.0,10.0,10.0,29,0.67,16260,1.0,United Kingdom,4.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,1656.907371728515,330,24417,85.0,9.0,8.0,9.0,9.0,9.0,9.0,11,2.84,330,1.0,United Kingdom,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,3.0,False,False,3085.3088330118417,39109,41462,92.0,10.0,10.0,10.0,10.0,10.0,9.0,18,1.23,39109,0.7596363511586791,Ukraine,24.0,True
El Salvador,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1126.773668480645,19250,29158,100.0,10.0,10.0,10.0,10.0,10.0,10.0,18,2.28,19250,0.9916937841945536,Papua New Guinea,1.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2069.1838440796037,15004,16088,80.0,9.0,9.0,9.0,9.0,9.0,8.0,15,1.22,15004,1.0,Uzbekistan,88.0,False
Niue,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,1.0,True,False,1113.4762133429228,32499,25194,88.0,9.0,9.0,9.0,9.0,8.0,9.0,69,8.59,32499,1.0,Niue,1.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,0.0,False,False,1868.3203624686396,46254,67223,91.0,10.0,9.0,10.0,10.0,10.0,9.0,18,1.36,46254,1.0,Venezuela,4.0,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,3.0,10,moderate,4.0,True,False,3438.5599509144677,40927,19729,89.0,8.0,7.0,9.0,9.0,8.0,8.0,8,0.12,40927,1.0,Micronesia,3.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,False,False,3818.3154179824855,9354,2303,40.0,3.0,2.0,4.0,5.0,7.0,3.0,2,0.8,9354,1.0,Spain,12.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2151.4399198584847,13525,48747,97.0,10.0,9.0,10.0,10.0,9.0,10.0,21,0.3,13525,1.0,Nauru,1.0,False
Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1269.5389748800203,40366,52935,84.0,8.0,8.0,9.0,8.0,8.0,8.0,6,0.27,40366,0.9577686118559058,Micronesia,14.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,1889.4816070342765,30435,8342,81.0,8.0,8.0,9.0,9.0,9.0,8.0,38,0.6,30435,0.9930695075011252,Cape Verde,41.0,False
Wallis and Futuna,Type V7,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,4262.775242796248,42299,56557,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7,0.35,42299,0.9876300109863794,Marshall Islands,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2162.578848667341,33623,6381,94.0,10.0,9.0,9.0,10.0,10.0,9.0,10,1.41,33623,0.9971508765212254,Nicaragua,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2749.0191303207753,41288,40853,95.0,10.0,10.0,10.0,10.0,10.0,9.0,26,0.64,41288,1.0,Nicaragua,3.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2470.191287930914,18024,17662,88.0,8.0,9.0,9.0,9.0,10.0,9.0,5,2.46,18024,0.9897466610946755,Monaco,1.0,False
Barbados,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3977.474911662282,19842,64764,84.0,9.0,9.0,9.0,8.0,10.0,9.0,37,1.34,19842,0.8555933732452767,Turkmenistan,53.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,4,strict,0.0,True,False,4761.480818215956,36731,43244,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,2.37,36731,0.9850163101453416,Nicaragua,7.0,False
Gambia,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,True,False,1787.8468120596874,23855,63054,87.0,9.0,9.0,10.0,10.0,9.0,9.0,15,3.1,23855,0.9514331982396156,France,2.0,True
United Kingdom,Type N0,Nuclear,ThetaBase Services,1.0,6,moderate,6.0,True,False,1130.2607179897063,39126,65981,80.0,9.0,8.0,9.0,9.0,9.0,8.0,102,3.27,39126,0.9933556281789465,Guinea,9.0,False
El Salvador,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1402.331113036964,49341,27237,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,2.31,49341,0.9897288257578122,Papua New Guinea,1.0,True
Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2278.926498116584,8778,23781,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.15,8778,0.9856464408400892,Somalia,1.0,True
Russian Federation,Type V5,Plasma,"Banks, Wood and Phillips",1.0,6,strict,3.0,True,False,1923.1180076884277,4446,71181,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2,0.76,4446,0.9942064616716234,Uganda,58.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,1.0,False,False,2173.6553558352966,39637,76614,95.0,10.0,10.0,9.0,10.0,9.0,10.0,4,4.0,39637,0.980923881930432,Niue,1.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,True,False,2437.3123223068305,37012,11835,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.44,37012,0.9945160086089168,Monaco,3.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1377.4666069566756,6576,23938,94.0,10.0,10.0,10.0,10.0,9.0,10.0,196,5.75,6576,1.0,Gibraltar,3.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2563.7631787486835,28828,51071,94.0,9.0,9.0,10.0,10.0,9.0,9.0,20,0.99,28828,0.9981128840026017,Isle of Man,198.0,True
Nicaragua,Type F5,Quantum,ThetaBase Services,0.0,2,strict,1.0,False,False,2041.3361573025234,1638,1463,95.0,10.0,10.0,10.0,10.0,10.0,9.0,79,1.46,1638,0.9882248138409336,Jersey,1.0,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,True,False,13798.410751780275,25485,13385,93.0,10.0,9.0,10.0,10.0,8.0,10.0,15,0.48,25485,1.0,Kiribati,1.0,False
Malta,Type O3,Nuclear,ThetaBase Services,1.0,16,strict,16.0,False,False,1217.0912231403386,44194,69084,79.0,8.0,8.0,8.0,8.0,8.0,8.0,27,0.64,44194,1.0,Indonesia,5.0,True
Bouvet Island (Bouvetoya),Type Z6,Quantum,ThetaBase Services,1.0,3,moderate,1.0,False,False,1247.8798939137123,6566,594,97.0,10.0,10.0,10.0,10.0,9.0,10.0,33,1.48,6566,1.0,French Guiana,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,False,False,4792.176171619358,15810,6734,93.0,9.0,9.0,8.0,9.0,10.0,9.0,8,0.48,15810,1.0,Niger,2.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,1860.9818778611234,4446,41373,74.0,8.0,8.0,9.0,10.0,9.0,7.0,11,0.37,4446,1.0,Uganda,58.0,False
Gambia,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,False,False,2698.4572341962353,33823,1245,85.0,9.0,8.0,9.0,9.0,9.0,9.0,34,0.5,33823,0.7890506654835955,France,17.0,True
Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,2154.3697215853167,26868,24564,99.0,10.0,10.0,10.0,10.0,10.0,10.0,19,1.17,26868,0.9986561893181993,Mauritania,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,1,moderate,1.0,False,False,2021.4311454720869,32875,50700,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.12,32875,0.0,Kenya,1.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2175.1237099067384,6984,43901,92.0,9.0,9.0,10.0,10.0,10.0,9.0,29,1.31,6984,1.0,Suriname,9.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2038.7880858858161,46105,35177,98.0,10.0,10.0,10.0,10.0,10.0,10.0,30,1.64,46105,0.9836442097318375,Nicaragua,4.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2278.3338502394536,4057,42958,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,4057,1.0,Rwanda,16.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1956.3992253603953,21155,37114,99.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.46,21155,0.9988920852431222,Libyan Arab Jamahiriya,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,1909.306183086613,25315,72821,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,1.27,25315,0.9970851057874665,Uganda,2.0,True
Estonia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1237.6311722170137,31836,6763,95.0,10.0,10.0,9.0,9.0,9.0,10.0,77,5.02,31836,0.9944710406630629,Zimbabwe,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,2.0,True,False,3450.170463566132,39455,4165,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.0,39455,1.0,Vietnam,1.0,False
Rwanda,Type G0,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,2666.5695986085248,3274,15111,80.0,9.0,9.0,10.0,9.0,9.0,8.0,5,0.43,3274,0.8595647053349533,Barbados,24.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1392.0653604038982,37778,27292,80.0,9.0,8.0,8.0,8.0,9.0,9.0,12,4.04,37778,0.9158529761327304,Tonga,24.0,False
Mexico,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,False,False,1719.1856111383438,42878,14749,90.0,8.0,8.0,9.0,10.0,8.0,8.0,2,2.0,42878,0.9929734225488335,Greenland,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,True,False,2820.3238656272474,18791,38380,97.0,10.0,10.0,10.0,10.0,9.0,10.0,15,2.74,18791,0.9809466954754906,Zimbabwe,8.0,True
Russian Federation,Type F5,Plasma,ThetaBase Services,3.0,7,strict,3.0,False,False,4800.251543488449,7980,40295,94.0,10.0,9.0,10.0,10.0,10.0,9.0,37,2.12,7980,0.9927619625564833,Tonga,1.0,False
Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1504.7869435806836,22321,55757,94.0,10.0,10.0,10.0,10.0,9.0,9.0,134,3.12,22321,0.9948770485373902,United Kingdom,16.0,False
United Kingdom,Type V2,Quantum,ThetaBase Services,4.0,2,strict,1.0,True,False,2109.8677871003597,41478,13904,90.0,10.0,9.0,9.0,9.0,9.0,9.0,14,0.21,41478,1.0,Monaco,2.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,4.0,8,strict,7.0,False,False,5547.409235986421,13546,55164,96.0,10.0,10.0,10.0,10.0,10.0,10.0,16,0.46,13546,1.0,Rwanda,15.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,3483.5489381088923,49504,16670,87.0,9.0,9.0,9.0,10.0,9.0,9.0,25,1.02,49504,0.9938404380648658,Guinea,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,9,strict,6.0,False,False,6060.045104934131,33823,11141,94.0,9.0,9.0,10.0,9.0,10.0,9.0,54,2.13,33823,0.7697626914625283,France,17.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3084.038340966745,1582,40915,100.0,10.0,10.0,10.0,10.0,10.0,9.0,9,3.86,1582,0.992855039086969,Russian Federation,1.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,7,moderate,3.0,True,False,4001.896632041107,15340,65155,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,15340,1.0,Slovakia (Slovak Republic),1.0,False
Estonia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1593.2135621938933,44169,67050,80.0,8.0,4.0,8.0,8.0,10.0,6.0,1,0.22,44169,0.9758863545979627,Portugal,39.0,False
Russian Federation,Type X3,Plasma,ThetaBase Services,1.0,1,moderate,1.0,False,False,1925.9331628975626,38201,53940,97.0,10.0,9.0,10.0,10.0,9.0,9.0,6,0.87,38201,1.0,Russian Federation,1.0,False
Niue,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1508.8728359491934,4417,62619,98.0,10.0,10.0,10.0,10.0,10.0,10.0,45,3.33,4417,1.0,Niue,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,7,strict,5.0,True,False,2503.5584391833236,27289,61522,88.0,9.0,9.0,10.0,9.0,9.0,9.0,17,0.87,27289,0.9996923058761198,Reunion,12.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,False,False,4079.1592293884223,45546,17666,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.07,45546,0.9972111636252683,Cape Verde,19.0,True
Malta,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1231.3699799939945,11275,16922,95.0,10.0,10.0,10.0,10.0,9.0,9.0,230,3.31,11275,1.0,Brazil,3.0,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,4,strict,2.0,False,False,1817.8021514418435,31983,50676,96.0,10.0,10.0,9.0,10.0,9.0,9.0,73,2.61,31983,0.9964523147884123,French Guiana,1.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2152.4179755884047,18077,59504,100.0,10.0,10.0,6.0,10.0,10.0,10.0,1,0.63,18077,1.0,Sao Tome and Principe,139.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2668.0592286736173,28833,12915,86.0,9.0,9.0,9.0,9.0,9.0,9.0,46,1.0,28833,1.0,Venezuela,5.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2877.704774704455,5166,56626,93.0,9.0,10.0,10.0,10.0,10.0,10.0,12,0.59,5166,1.0,Ecuador,16.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1899.086262762734,4920,75283,95.0,10.0,9.0,10.0,10.0,10.0,9.0,27,1.75,4920,0.9575915325597726,Estonia,8.0,False
Estonia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1587.6983566513898,44169,49370,96.0,10.0,9.0,10.0,10.0,10.0,10.0,10,1.35,44169,0.9700563583029685,Portugal,39.0,False
Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1544.2349039114574,3148,19834,96.0,10.0,10.0,10.0,10.0,10.0,10.0,190,3.88,3148,0.9086196475608649,Rwanda,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,3502.066214145205,28828,48594,40.0,2.0,10.0,8.0,2.0,10.0,8.0,1,0.81,28828,0.9865652972047044,Isle of Man,198.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,True,False,2939.3594716730627,49103,33321,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.22,49103,0.8075069279512899,Rwanda,5.0,False
Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1921.8585372984949,49565,72154,84.0,9.0,9.0,9.0,9.0,10.0,8.0,18,1.48,49565,0.9239015394001345,Uganda,14.0,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1525.7669266598007,44970,25191,100.0,10.0,10.0,9.0,9.0,10.0,9.0,2,2.0,44970,0.9218392048385138,Russian Federation,1.0,False
Rwanda,Type V7,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1526.8360739488285,43926,26192,92.0,9.0,9.0,9.0,9.0,9.0,9.0,63,3.66,43926,0.7930806867766136,Zimbabwe,2.0,True
Switzerland,Type F5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,False,False,1186.6834840853346,36143,50046,100.0,10.0,10.0,10.0,10.0,9.0,10.0,9,0.7,36143,0.9099589341558925,Turks and Caicos Islands,4.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1643.7621097056401,8489,63399,89.0,9.0,9.0,9.0,9.0,8.0,8.0,9,1.34,8489,1.0,Zimbabwe,2.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,False,False,1688.3725599074935,34288,24714,97.0,10.0,10.0,9.0,10.0,9.0,10.0,6,2.57,34288,1.0,Gibraltar,1.0,False
Malta,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2418.9419051440086,35527,26968,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5,0.15,35527,1.0,Marshall Islands,13.0,False
Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1189.8434044963772,47181,44286,92.0,10.0,10.0,9.0,9.0,9.0,10.0,15,0.42,47181,0.9453833043905255,Kiribati,5.0,True
Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1311.4826313264043,5048,75785,92.0,10.0,10.0,9.0,10.0,9.0,10.0,45,0.72,5048,1.0,Niue,2.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,10,strict,6.0,False,False,3079.62097610808,37999,65543,96.0,10.0,10.0,10.0,10.0,9.0,10.0,36,2.1,37999,1.0,Senegal,20.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,False,False,2393.29891515698,30359,74230,87.0,9.0,9.0,9.0,9.0,9.0,9.0,30,1.48,30359,1.0,Bosnia and Herzegovina,1.0,False
Kiribati,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,3303.0485817994113,41546,6039,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,1.53,41546,0.9909205428647738,Mauritania,21.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1527.5449904391967,37283,44677,75.0,9.0,7.0,10.0,10.0,8.0,8.0,5,0.6,37283,0.9996072669304843,Brazil,1.0,True
Guinea,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2876.5139424231793,37646,2550,93.0,9.0,10.0,9.0,9.0,10.0,10.0,11,0.6,37646,1.0,Estonia,60.0,False
Malta,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,1.0,True,False,1635.9780903115752,18557,58891,91.0,9.0,8.0,9.0,9.0,10.0,9.0,9,0.82,18557,0.6782595415562007,Monaco,2.0,False
Barbados,Type V5,Quantum,ThetaBase Services,1.0,3,strict,1.0,True,False,2451.5471647173,42286,53784,90.0,10.0,9.0,10.0,10.0,9.0,9.0,14,1.58,42286,0.9287473511019233,Vietnam,9.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,4.0,False,False,4108.882894678634,3934,1205,98.0,10.0,9.0,10.0,10.0,9.0,9.0,13,0.31,3934,0.9890646771354032,Rwanda,4.0,False
Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1.0,3,strict,1.0,False,False,1860.2243576414262,15160,48167,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.18,15160,0.9965869015379015,Peru,5.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2182.1746462396545,28828,10270,98.0,9.0,9.0,9.0,9.0,9.0,10.0,9,0.66,28828,1.0,Isle of Man,198.0,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1488.5660520119116,4515,38665,100.0,8.0,8.0,10.0,8.0,8.0,8.0,1,1.0,4515,1.0,Gambia,2.0,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1197.5505979567954,24700,10644,91.0,9.0,9.0,10.0,9.0,8.0,9.0,45,0.78,24700,0.33141305124104814,Denmark,1.0,True
Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1615.0849745854105,455,40439,100.0,9.0,10.0,9.0,10.0,10.0,9.0,7,4.2,455,0.9916557126648236,Uganda,5.0,False
